"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","17250","0","0","0","779.55","0","469.6","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","16000","940.05","940.05","780","800","800","866.35","11","92.65","4.65","900","250","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","16250","0","0","0","1104.35","0","770.9","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","16500","0","0","0","1014.3","0","683.85","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","15250","0","0","0","1529.6","0","1206.35","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","15500","0","0","0","1413.15","0","1083.75","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","15750","0","0","0","1303.55","0","970.55","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","14500","0","0","0","1921.75","0","1630.95","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","14750","0","0","0","1783.8","0","1479.85","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","15000","0","0","0","1653.15","0","1338.35","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","13750","0","0","0","2379.15","0","2140.95","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","14000","0","0","0","2219.4","0","1961.95","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","14250","0","0","0","2066.9","0","1791.45","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","13000","0","0","0","2902.05","0","2726.3","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","13250","0","0","0","2721","0","2523.25","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","13500","0","0","0","2546.85","0","2327.8","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","12250","0","0","0","3482.9","0","3374.8","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","12500","0","0","0","3282.95","0","3152.75","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","12750","0","0","0","3089.05","0","2936.35","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","11250","0","0","0","4336.5","0","4306.85","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","11500","0","0","0","4115.85","0","4068.55","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","11750","0","0","0","3899.75","0","3833.4","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","12000","0","0","0","3688.65","0","3601.9","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","10750","0","0","0","4790","0","4790.55","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","11000","0","0","0","4561.4","0","4547.7","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","22000","0","0","0","117.55","0","25.5","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","22250","0","0","0","105.5","0","21.45","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","21250","0","0","0","161.95","0","42.5","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","21500","0","0","0","145.65","0","35.9","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","21750","0","0","0","130.9","0","30.3","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","20500","0","0","0","221.55","0","69.65","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","20750","0","0","0","199.75","0","59.2","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","21000","0","0","0","179.9","0","50.2","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","19750","0","0","0","300.75","0","112.1","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","20000","0","0","0","271.85","0","95.85","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","20250","0","0","0","245.5","0","81.8","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","19000","0","0","0","404.8","0","176.8","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","19250","0","0","0","367","0","152.25","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","19500","0","0","0","332.4","0","130.8","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","18250","0","0","0","540.3","0","272.9","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","18500","0","0","0","491.6","0","236.75","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","28-Apr-2022","CE","18750","0","0","0","446.05","0","204.85","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","22000","0","0","0","104.6","0","92.8","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","11000","0","0","0","4450.25","0","4626.15","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","21250","0","0","0","145.25","0","131.9","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","21500","0","0","0","130.3","0","117.4","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","21750","0","0","0","116.8","0","104.4","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","20500","0","0","0","200.3","0","185.9","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","20750","0","0","0","180.1","0","165.95","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","21000","0","0","0","161.8","0","148","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","19750","0","0","0","274.05","0","259.55","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","20000","0","0","0","247.1","0","232.45","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","20250","0","0","0","222.55","0","208","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","19000","0","0","0","371.7","0","358.6","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","19250","0","0","0","336.15","0","322.35","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","19500","0","0","0","303.65","0","289.4","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","18000","0","0","0","550.2","0","542.5","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","18250","0","0","0","499.9","0","490.4","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","18500","0","0","0","453.05","0","442.1","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","18750","0","0","0","410.6","0","398.4","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","17250","0","0","0","727.85","0","728","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","17500","0","0","0","664.15","0","660.6","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","17750","0","0","0","604.85","0","599.35","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","16500","0","0","0","953.55","0","965.35","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","16750","0","0","0","872.65","0","880.1","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","17000","0","0","0","797.5","0","801.05","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","15750","0","0","0","1233.4","0","1261.1","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","16000","0","0","0","1133.7","0","1155.6","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","16250","0","0","0","1040.5","0","1057.1","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","15000","0","0","0","1573.75","0","1621.65","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","15250","0","0","0","1453.25","0","1493.95","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","15500","0","0","0","1339.85","0","1373.85","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","14250","0","0","0","1978.85","0","2050.5","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","14500","0","0","0","1836.45","0","1899.85","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","14750","0","0","0","1701.45","0","1756.9","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","13500","0","0","0","2451","0","2549","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","13750","0","0","0","2285.8","0","2375.45","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","14000","0","0","0","2128.6","0","2208.85","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","12750","0","0","0","2986.9","0","3111.15","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","13000","0","0","0","2801.8","0","2916.85","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","13250","0","0","0","2622.85","0","2729.75","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","12000","0","0","0","3581.65","0","3730.6","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","12250","0","0","0","3377.4","0","3518.4","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","12500","0","0","0","3179","0","3311.8","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","11250","0","0","0","4226.2","0","4396.15","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","11500","0","0","0","4006.5","0","4169.9","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","11750","0","0","0","3791.5","0","3947.9","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","10750","0","0","0","4678.15","0","4859.45","0","0","0","0","0","15467.45"
"BAJAJFINSV","10-Mar-2022","26-May-2022","CE","22250","0","0","0","93.6","0","82.35","0","0","0","0","0","15467.45"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","14500","708.25","1400","708.25","1340","1340","1348.25","20","157.98","12.98","5550","-600","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","14250","812.2","1553.75","812.2","1553.75","1553.75","1536.45","2","15.43","1.18","1300","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","13500","2240.95","2240.95","2125.4","2125.4","2125.4","2167.6","2","15.68","2.18","250","50","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","13750","2020.6","2020.6","1912.05","1912.05","1912.05","1947.75","2","15.72","1.97","450","100","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","12500","0","0","0","3987.95","0","3108.65","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","12750","0","0","0","3779.2","0","2866.8","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","13000","0","0","0","2681.6","2681.6","2628.5","0","0","0","1600","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","11750","0","0","0","4642.4","0","3847.15","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","12000","0","0","0","2700","2700","3599.55","0","0","0","1200","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","12250","0","0","0","4201.65","0","3353.2","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","10750","0","0","0","5566.65","0","4842.8","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","11000","0","0","0","5331.2","0","4593.5","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","11250","0","0","0","5098.4","0","4344.4","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","11500","0","0","0","4868.7","0","4095.5","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","22250","0","0","0","176.45","0","0.35","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","22500","0","0","0","159.5","0","0.25","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","21500","0","0","0","237.7","0","1","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","21750","0","0","0","215.4","0","0.7","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","22000","0","0","0","3.15","3.15","0.5","0","0","0","50","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","20750","0","0","0","318.05","0","2.85","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","21000","0","0","0","288.85","0","2","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","21250","0","0","0","262.15","0","1.4","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","20250","0","0","0","384.5","0","5.6","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","20500","0","0","0","349.85","0","4","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","19250","0","0","0","556.3","0","19.95","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","19500","0","0","0","34.95","34.95","14.7","0","0","0","50","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","19750","0","0","0","463.15","0","10.7","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","20000","0","0","0","422.2","0","7.8","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","18500","26.05","35.05","25","28.75","29","28.75","195","1806.65","2.9","14700","-100","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","18750","0","0","0","440","440","36.1","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","19000","14","19.95","7.15","17.75","18.8","17.75","118","1122","1","24150","150","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","17750","56","73.1","55.25","62.1","62.1","62.1","94","837.21","2.96","3250","-450","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","18000","45.65","55.05","40","47.1","46.8","47.1","618","5576.88","14.88","35450","-1050","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","18250","35","44.2","15.3","35.5","35.75","35.5","156","1426.34","2.84","3450","500","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","17000","117.8","169.05","114.55","144.8","143","144.8","1151","9867.27","83.77","43150","150","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","17250","104.95","129.9","100","108.8","108.8","108.8","51","442.69","2.82","3700","500","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","17500","66.75","93","66.6","82.4","83","82.4","578","5081.05","23.55","29100","1250","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","16250","280","382.15","269.95","328.95","333.55","328.95","215","1783.41","36.54","9750","-500","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","16500","220","290.15","191.1","251.6","250.85","251.6","1051","8803.57","132.82","25200","-4050","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","16750","457.65","457.65","159.9","191","193.7","191","290","2457.25","28.5","8600","300","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","15500","510.15","737.9","510","654.95","651","654.95","772","6236.65","253.65","14850","1500","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","15750","447.35","605","415.15","530.25","525","530.25","573","4669.98","157.61","11300","0","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","16000","332.15","484.65","330","420.55","422","420.55","1978","16255.43","431.43","42950","900","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","14750","1160","1250","1125","1125.8","1125.8","1171.8","17","135.48","10.1","2150","-100","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","15000","800","1077.35","799.95","970.3","970","970.3","66","527.43","32.43","7200","-600","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","15250","760.35","900","757.95","808.2","794.5","808.2","53","425.77","21.65","2950","-350","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","14000","1600","1878.25","1600","1878.25","1878.25","1736.9","15","118.68","13.68","1600","-550","-"
"BAJAJFINSV","11-Mar-2022","31-Mar-2022","CE","13250","0","0","0","3377.8","0","2395","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","17500","435","456.05","435","456.05","456.05","428.35","3","26.91",".66","150","150","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","17750","0","0","0","650.65","0","374.75","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","18000","0","0","0","593.25","0","326.15","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","16750","0","0","0","930.35","0","629","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","17000","488.9","499","444.65","450","450","554.65","6","52.4","1.4","450","50","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","17250","0","0","0","779.55","0","487.6","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","16000","762.9","778.8","762.9","764.1","764.1","900.3","6","50.3","2.3","1000","100","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","16250","0","0","0","1104.35","0","801.4","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","16500","0","0","0","1014.3","0","711.1","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","15250","0","0","0","1529.6","0","1251.7","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","15500","0","0","0","1413.15","0","1125.2","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","15750","0","0","0","1303.55","0","1008.15","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","14500","0","0","0","1921.75","0","1688.6","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","14750","0","0","0","1783.8","0","1533.4","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","15000","0","0","0","1653.15","0","1387.75","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","13750","0","0","0","2379.15","0","2210.2","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","14000","0","0","0","2219.4","0","2027.9","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","14250","0","0","0","2066.9","0","1853.25","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","13000","0","0","0","2902.05","0","2806.75","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","13250","0","0","0","2721","0","2600.4","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","13500","0","0","0","2546.85","0","2401.35","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","12250","0","0","0","3482.9","0","3463.6","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","12500","0","0","0","3282.95","0","3239","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","12750","0","0","0","3089.05","0","3019.85","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","11000","4700","4700","4700","4700","4700","4700","1","7.85","2.35","50","50","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","11250","0","0","0","4336.5","0","4402.6","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","11500","0","0","0","4115.85","0","4163","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","11750","0","0","0","3899.75","0","3926.2","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","12000","0","0","0","3688.65","0","3692.85","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","10750","0","0","0","4790","0","4888.25","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","22000","0","0","0","117.55","0","26.1","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","22250","0","0","0","105.5","0","21.9","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","21250","0","0","0","161.95","0","43.7","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","21500","0","0","0","145.65","0","36.85","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","21750","0","0","0","130.9","0","31.05","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","20500","0","0","0","221.55","0","71.85","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","20750","0","0","0","199.75","0","61","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","21000","0","0","0","179.9","0","51.65","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","19750","0","0","0","300.75","0","116","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","20000","0","0","0","271.85","0","99.1","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","20250","0","0","0","245.5","0","84.5","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","19000","0","0","0","404.8","0","183.45","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","19250","0","0","0","367","0","157.85","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","19500","0","0","0","332.4","0","135.5","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","18250","0","0","0","540.3","0","283.6","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","18500","0","0","0","491.6","0","245.9","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","28-Apr-2022","CE","18750","0","0","0","446.05","0","212.65","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","22000","0","0","0","104.6","0","95.7","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","11000","0","0","0","4450.25","0","4719.35","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","21250","0","0","0","145.25","0","136.25","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","21500","0","0","0","130.3","0","121.2","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","21750","0","0","0","116.8","0","107.75","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","20250","0","0","0","222.55","0","215.1","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","20500","0","0","0","200.3","0","192.2","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","20750","0","0","0","180.1","0","171.55","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","21000","0","0","0","161.8","0","152.95","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","19500","0","0","0","303.65","0","299.45","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","19750","0","0","0","274.05","0","268.5","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","20000","0","0","0","247.1","0","240.45","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","18750","0","0","0","410.6","0","412.3","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","19000","0","0","0","371.7","0","371.1","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","19250","0","0","0","336.15","0","333.55","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","18000","0","0","0","550.2","0","561.35","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","18250","0","0","0","499.9","0","507.45","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","18500","0","0","0","453.05","0","458.15","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","17250","0","0","0","727.85","0","753.1","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","17500","0","0","0","664.15","0","683.45","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","17750","0","0","0","604.85","0","620.1","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","16500","0","0","0","953.55","0","997.8","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","16750","0","0","0","872.65","0","909.95","0","0","0","0","0","-"
"BAJAJFINSV","11-Mar-2022","26-May-2022","CE","17000","0","0","0","797.5","0","828.5","0","0","0","0","0","-"
